material,exp_id,iteration,replication,writeLatency_mean,writeEnergy_mean,L2_norm_Error,Loo_norm_Error
EpiRAM,exp3,1,6,12.428405513822732,0.044597198425548656,10.224369448946169,1.2907046245424958
EpiRAM,exp3,1,7,12.428405513822732,0.04459125040919169,10.234356596191587,1.2925337363168303
EpiRAM,exp3,1,8,12.428405513822732,0.044591258192258086,10.234356596191587,1.2925337363168303
EpiRAM,exp3,1,9,12.428405513822732,0.04460325600426251,10.211897299070294,1.2882297147296775
EpiRAM,exp3,50,1,13.850423191138018,0.04836946809290926,0.4346178827616159,0.07274523049530757
EpiRAM,exp3,50,10,13.852748191138064,0.048373509118321265,0.4523069527923904,0.07517136681457615
EpiRAM,exp3,50,2,13.869343191138107,0.04844573429966953,0.46281137571258246,0.07658110212569724
EpiRAM,exp3,50,3,13.856215691138006,0.04842808263463336,0.3941905022124015,0.06624786401336635
EpiRAM,exp3,50,4,13.861200691138038,0.048434552958785036,0.4106164496909167,0.06914848054008615
EpiRAM,exp3,50,5,13.846768191138054,0.04836402815673868,0.4129092098087666,0.06942019236309704
EpiRAM,exp3,50,6,13.905370691138035,0.04855089200471433,0.39845091099436275,0.06742962974720967
EpiRAM,exp3,50,7,13.846768191138054,0.0483640005983658,0.4129092098087666,0.06942019236309704
EpiRAM,exp3,50,8,13.864358191138063,0.048439793979124415,0.4455780906674124,0.07302087771853749
EpiRAM,exp3,50,9,13.847763191138037,0.048366722017775365,0.42378802294151846,0.0704869044966081
EpiRAM,exp4,100,1,210.1864464190455,3.2633706759989245,159.24179938078055,5.911118944502016
EpiRAM,exp4,100,2,209.82637818375213,3.2556840079629352,137.52265721480262,5.518016452160611
EpiRAM,exp4,100,3,210.17687318375235,3.263028777552364,155.16287733226676,5.910843206103398
EpiRAM,exp4,100,4,209.99888230139885,3.2585073490323584,147.26222769263495,5.614359838769277
EpiRAM,exp4,100,5,210.37734877198733,3.2662381890631518,154.0126425672271,6.5109849915874
TaOx-HfOx,exp1,100,1,0.016609037049261664,1.8815148445882391e-06,3.1531112881472056,0.6122788201726248
TaOx-HfOx,exp1,100,10,0.016675367049261668,1.891650558895334e-06,3.077404122491677,0.621172917743479
TaOx-HfOx,exp1,100,2,0.016619852049261676,1.8836256005768133e-06,3.1567119947212396,0.6362776767477882
TaOx-HfOx,exp1,100,3,0.016700252049261666,1.8952468502193834e-06,3.046668315751577,0.6146998202889709
TaOx-HfOx,exp1,100,4,0.016631402049261675,1.88640703510706e-06,3.142095819609434,0.6301917961779857
TaOx-HfOx,exp1,100,5,0.016631402049261675,1.886826443727483e-06,3.142095819609434,0.6301917961779857
TaOx-HfOx,exp1,100,6,0.016666502049261664,1.890247290158542e-06,3.114329426149697,0.6254395316756618
TaOx-HfOx,exp1,100,7,0.01670025204926167,1.895459631350244e-06,3.0467848194911396,0.6146998202889709
TaOx-HfOx,exp1,100,8,0.016627612049261675,1.8857813465040275e-06,3.1598997843406087,0.6325741739936319
TaOx-HfOx,exp1,100,9,0.01662447204926167,1.8854728437777576e-06,3.1598178944229565,0.6325741739936319
TaOx-HfOx,exp1,1,1,0.011486968970492608,1.1865167996898917e-06,67.23865627270929,8.782136573556926
TaOx-HfOx,exp1,1,10,0.011486968970492608,1.1879223542062793e-06,67.313586243724,8.79628642573978
TaOx-HfOx,exp1,1,2,0.011486968970492608,1.1865463197503263e-06,67.23865627270929,8.782136573556926
TaOx-HfOx,exp1,1,3,0.011486968970492608,1.1884420017994925e-06,67.31911560953492,8.799826507324754
TaOx-HfOx,exp1,1,4,0.011486968970492608,1.187588385398636e-06,67.313586243724,8.79628642573978
TaOx-HfOx,exp1,1,5,0.011486968970492608,1.1876216965099793e-06,67.313586243724,8.79628642573978
TaOx-HfOx,exp1,1,6,0.011486968970492608,1.1877964431985665e-06,67.32104536425065,8.79768434754502
TaOx-HfOx,exp1,1,7,0.011486968970492608,1.186799036914757e-06,67.266207483121,8.787347604343285
TaOx-HfOx,exp1,1,8,0.011486968970492608,1.1881733643289652e-06,67.313586243724,8.79628642573978
TaOx-HfOx,exp1,1,9,0.011486968970492608,1.1892700853106171e-06,67.27875910573353,8.797298424421383
TaOx-HfOx,exp1,50,1,0.016613273524630837,1.8575250021017505e-06,3.1597848914078552,0.6325741739936319
TaOx-HfOx,exp1,50,10,0.016620203524630832,1.8588354567448623e-06,3.1421740766311497,0.6301917961779857
TaOx-HfOx,exp1,50,2,0.016648603524630833,1.861789589972114e-06,3.1053293940380517,0.6228773290486487
TaOx-HfOx,exp1,50,3,0.016663718524630833,1.863325892303292e-06,3.071597186612042,0.6199430140718327
TaOx-HfOx,exp1,50,4,0.01665530352463084,1.86269301967293e-06,3.0939730336720923,0.6226830641536658
TaOx-HfOx,exp1,50,5,0.016608653524630843,1.8554903774065174e-06,3.156623437894716,0.6362776767477882
TaOx-HfOx,exp1,50,6,0.016670513524630837,1.8645235237111782e-06,3.0589181080252175,0.6173821245240099
TaOx-HfOx,exp1,50,7,0.01665530352463084,1.8624428788272035e-06,3.0940335046210894,0.6228504201638785
TaOx-HfOx,exp1,50,8,0.016620203524630832,1.8588184802034338e-06,3.1419340258544843,0.6301917961779857
TaOx-HfOx,exp1,50,9,0.016608653524630843,1.8557841877318538e-06,3.156623437894716,0.6362776767477882
TaOx-HfOx,exp2,100,1,0.03394062552196232,5.702191082404043e-06,2.9960020023964105,0.6066161539269892
TaOx-HfOx,exp2,100,10,0.033811265521962265,5.672761637755981e-06,3.093557518832703,0.6231323051922129
TaOx-HfOx,exp2,100,2,0.033720625521962276,5.651516608398353e-06,3.1538357522930736,0.6261782265824642
TaOx-HfOx,exp2,100,3,0.03381726552196229,5.675049947126049e-06,3.116145417345311,0.6272128537511623
TaOx-HfOx,exp2,100,4,0.033743865521962305,5.660035798083263e-06,3.1440776204797096,0.6314056299314004
TaOx-HfOx,exp2,100,5,0.03373990552196226,5.6589650852160415e-06,3.149251228563381,0.6336836472706153
TaOx-HfOx,exp2,100,6,0.03383666552196228,5.676860979582202e-06,3.08107620666728,0.6222522088555742
TaOx-HfOx,exp2,100,7,0.03385466552196233,5.6797641751366e-06,3.06210073012777,0.6184098873312553
TaOx-HfOx,exp2,100,8,0.03373990552196227,5.65791064411514e-06,3.149146876757728,0.6336836472706153
TaOx-HfOx,exp2,100,9,0.03383666552196228,5.675737385832771e-06,3.080670301550961,0.6222522088555742
TaOx-HfOx,exp2,1,1,0.023417246455219632,3.5626966812080304e-06,67.25414734386597,8.784958338200502
TaOx-HfOx,exp2,1,10,0.023417246455219632,3.5680737199115005e-06,67.3120091063158,8.799020239398981
TaOx-HfOx,exp2,1,2,0.023417246455219632,3.5640551568990504e-06,67.3068134402691,8.794125553426122
TaOx-HfOx,exp2,1,3,0.023417246455219632,3.5639847604798063e-06,67.29805340261939,8.792203908020149
TaOx-HfOx,exp2,1,4,0.023417246455219632,3.563340968705347e-06,67.29805340261939,8.792203908020149
TaOx-HfOx,exp2,1,5,0.023417246455219632,3.5655247612926164e-06,67.31298273462554,8.795577622643002
TaOx-HfOx,exp2,1,6,0.023417246455219632,3.5618249803162405e-06,67.21468046319305,8.779360739882925
TaOx-HfOx,exp2,1,7,0.023417246455219632,3.5622113228719295e-06,67.25414734386597,8.784958338200502
TaOx-HfOx,exp2,1,8,0.023417246455219632,3.5648301833109535e-06,67.31886445333481,8.797412638282541
TaOx-HfOx,exp2,1,9,0.023417246455219632,3.564345383815668e-06,67.29805340261939,8.792203908020149
TaOx-HfOx,exp2,50,1,0.03370758276098116,5.575745322480696e-06,3.149146876749878,0.6336836472706153
TaOx-HfOx,exp2,50,10,0.03367234276098112,5.56464840794518e-06,3.1565487887982613,0.6127523210610093
TaOx-HfOx,exp2,50,2,0.03368198276098114,5.567280939888337e-06,3.1503609527421497,0.6127523210610093
TaOx-HfOx,exp2,50,3,0.03373958276098115,5.5835926688196055e-06,3.1441218128387147,0.6298610256249297
TaOx-HfOx,exp2,50,4,0.03368830276098114,5.569200765853514e-06,3.1538357522930736,0.6261782265824642
TaOx-HfOx,exp2,50,5,0.03382234276098112,5.5958973937187806e-06,3.061926006030641,0.6184098873312553
TaOx-HfOx,exp2,50,6,0.03377894276098118,5.5900057265808245e-06,3.093558034195854,0.6231323051922129
TaOx-HfOx,exp2,50,7,0.03367234276098112,5.565340855325585e-06,3.1566168889787014,0.6127523210610093
TaOx-HfOx,exp2,50,8,0.03373958276098115,5.582301294649876e-06,3.144008676536016,0.6298610256249297
TaOx-HfOx,exp2,50,9,0.03371154276098115,5.578355608466384e-06,3.144081388109755,0.6314056299314004
TaOx-HfOx,exp3,100,1,0.08859430727617328,2.887898610274513e-05,3.13278744149807,0.6287013508890791
TaOx-HfOx,exp3,100,10,0.0885412072761728,2.887628910215302e-05,3.1408734563820087,0.6317255796543808
TaOx-HfOx,exp3,100,2,0.08835388227617298,2.8763069472303177e-05,3.1581152738408442,0.6272817807070563
TaOx-HfOx,exp3,100,3,0.08837028227617288,2.8803321968654546e-05,3.149979978125643,0.6338913771139989
TaOx-HfOx,exp3,100,4,0.08869730727617288,2.888731685151365e-05,3.0982560555668304,0.624304798150126
TaOx-HfOx,exp3,100,5,0.08894265727617329,2.903554220470501e-05,3.0078044345161916,0.6099770726510751
TaOx-HfOx,exp3,100,6,0.08841520727617257,2.881424735498058e-05,3.144842083479482,0.6242555996669665
TaOx-HfOx,exp3,100,7,0.08844490727617252,2.8835751941924194e-05,3.1514418767267727,0.6321528258252993
TaOx-HfOx,exp3,100,8,0.0883918572761731,2.881324022079693e-05,3.1469880191825714,0.6328911735310907
TaOx-HfOx,exp3,100,9,0.0885412072761728,2.8874474180322105e-05,3.1408734563820087,0.6317255796543808
TaOx-HfOx,exp3,1,1,0.06216423882276147,1.81052833831155e-05,67.31105785700832,8.791500034811737
TaOx-HfOx,exp3,1,10,0.06216423882276147,1.8115595627722463e-05,67.32847405093638,8.796180112957686
TaOx-HfOx,exp3,1,2,0.06216423882276147,1.8096333847623907e-05,67.31915408562882,8.79664081995454
TaOx-HfOx,exp3,1,3,0.06216423882276147,1.809545343904638e-05,67.32847405093638,8.796180112957686
TaOx-HfOx,exp3,1,4,0.06216423882276147,1.812589979782613e-05,67.33698160934469,8.798052536591484
TaOx-HfOx,exp3,1,5,0.06216423882276147,1.8097041991470596e-05,67.31915408562882,8.79664081995454
TaOx-HfOx,exp3,1,6,0.06216423882276147,1.810104122091788e-05,67.32847405093638,8.796180112957686
TaOx-HfOx,exp3,1,7,0.06216423882276147,1.8098995237704096e-05,67.32847405093638,8.796180112957686
TaOx-HfOx,exp3,1,8,0.06216423882276147,1.810676544679998e-05,67.29423544595275,8.7906888301278
TaOx-HfOx,exp3,1,9,0.06216423882276147,1.8087637237506142e-05,67.29423544595275,8.7906888301278
TaOx-HfOx,exp3,50,1,0.08816339113808641,2.8300114993805426e-05,3.1601427942997793,0.6135388987656167
TaOx-HfOx,exp3,50,10,0.08826451613808653,2.834703822684648e-05,3.144896052785446,0.6243816088981866
TaOx-HfOx,exp3,50,2,0.08839051613808654,2.8423678455109254e-05,3.1400919969561065,0.6317255797803902
TaOx-HfOx,exp3,50,3,0.08824116613808668,2.8356920771326607e-05,3.1468410341918776,0.6328911735310907
TaOx-HfOx,exp3,50,4,0.08853666613808674,2.8455122641800508e-05,3.0982953601517433,0.6244623094784814
TaOx-HfOx,exp3,50,5,0.0885117411380863,2.8437159300319706e-05,3.0783980178313746,0.6218318549476152
TaOx-HfOx,exp3,50,6,0.08820319113808656,2.8320700457041544e-05,3.158195229314368,0.6272817808665394
TaOx-HfOx,exp3,50,7,0.08806886613808644,2.8258655342871752e-05,3.1620090429253707,0.6163170149852988
TaOx-HfOx,exp3,50,8,0.0885416411380865,2.84440182614438e-05,3.098248164714829,0.6243047978823579
TaOx-HfOx,exp3,50,9,0.08824116613808668,2.836054839892796e-05,3.1469880191825714,0.6328911735310907
TaOx-HfOx,exp4,100,1,1.6051381572830608,0.002491579757122313,133.5066056158111,5.659503284724349
TaOx-HfOx,exp4,100,2,1.6090823366948255,0.0024989693147312113,116.70184563073718,5.856699866374644
TaOx-HfOx,exp4,100,3,1.611188754341876,0.0025030950520199937,112.28555792633122,5.9244119207768975
TaOx-HfOx,exp4,100,4,1.6101893072830522,0.0025006647714207546,110.10760955547207,6.18072090468344
TaOx-HfOx,exp4,100,5,1.6078637778712928,0.0024968028841489825,118.57884057972949,6.040678739236781
