material,exp_id,iteration,replication,writeLatency_mean,writeEnergy_mean,L2_norm_Error,Loo_norm_Error
EpiRAM,exp2,1,9,4.680692646455222,0.008971938329038795,10.22833531946617,1.2904988721442656
EpiRAM,exp2,50,1,5.2216603227609895,0.009721278683460599,0.4483476402262765,0.07373898589624872
EpiRAM,exp2,50,10,5.234396322760983,0.009752732742704792,0.34967502342698586,0.05890386965614525
EpiRAM,exp2,50,2,5.228458322760986,0.009738461802452214,0.39433332459997233,0.06609372394264312
EpiRAM,exp2,50,3,5.235810322760987,0.009750306418834996,0.44408986659034855,0.07388621511762494
EpiRAM,exp2,50,4,5.223720322760984,0.009729222421988579,0.40917819688170387,0.0674794139145547
EpiRAM,exp2,50,5,5.220708322760989,0.009727453766622474,0.3714188847789335,0.06139747918373217
EpiRAM,exp2,50,6,5.23700632276098,0.00975457093275686,0.3690216122887793,0.062246077205465156
EpiRAM,exp2,50,7,5.230530322760992,0.009740866825309214,0.4097764449682226,0.06857313753430816
EpiRAM,exp2,50,8,5.225060322760981,0.00972947888517871,0.41678622533164844,0.06906775696414158
EpiRAM,exp2,50,9,5.2388123227609835,0.009756126866415301,0.40747941294756534,0.06784506696397585
EpiRAM,exp3,100,1,13.856366382276033,0.0484285572946952,0.3941905022124015,0.06624786401336635
EpiRAM,exp3,100,10,13.882271382276093,0.048504304359352636,0.3673823227972917,0.06164104535424997
EpiRAM,exp3,100,2,13.86516388227609,0.04847075413984941,0.406277894532067,0.06818568659545221
EpiRAM,exp3,100,3,13.84376138227612,0.048362015006062714,0.4057599655131609,0.06753398108077491
EpiRAM,exp3,100,4,13.870981382276042,0.04847317526595556,0.4363496905281756,0.07302875801491737
EpiRAM,exp3,100,5,13.890413882276162,0.04851284270688641,0.42912217428027133,0.0716450492113836
EpiRAM,exp3,100,6,13.850573882276045,0.04836990602995105,0.4346178827616159,0.07274523049530757
EpiRAM,exp3,100,7,13.852898882276103,0.04837396986796884,0.4523069527923904,0.07517136681457615
EpiRAM,exp3,100,8,13.870483882276117,0.048471689355130416,0.424815063148394,0.07168048881149858
EpiRAM,exp3,100,9,13.829821382276064,0.048324078979276534,0.43319198200558257,0.07209987535149764
EpiRAM,exp3,1,1,12.428405513822732,0.04460329726439342,10.211897299070294,1.2882297147296775
EpiRAM,exp3,1,10,12.428405513822732,0.044609397829993465,10.19403333527235,1.2876961309574746
EpiRAM,exp3,1,2,12.428405513822732,0.04456844945573861,10.31309783243899,1.3030614757498142
EpiRAM,exp3,1,3,12.428405513822732,0.044603249116730956,10.211897299070294,1.2882297147296775
EpiRAM,exp3,1,4,12.428405513822732,0.04459722983723164,10.224369448946169,1.2907046245424958
EpiRAM,exp3,1,5,12.428405513822732,0.04458542760549842,10.260214623451823,1.296278592237691
