material,exp_id,iteration,replication,writeLatency_mean,writeEnergy_mean,Loo_norm_Error,L2_norm_Error
Ag-aSi,exp2,21,73,3876390.0098927664,19.885265119873416,0.009267611448609497,0.009062218451033608
Ag-aSi,exp2,21,74,3911789.8276497032,20.02331918417638,0.00994483072069785,0.009749888811739257
Ag-aSi,exp2,21,75,3918248.301320452,20.045078679379763,0.0033285376088923076,0.0031181362863901365
Ag-aSi,exp2,21,76,3915002.6160804564,20.041342959840854,0.008930377800776672,0.008925876530601798
Ag-aSi,exp2,21,77,3918274.1809819858,20.05526801348267,0.01142922476669206,0.011417135270348143
Ag-aSi,exp2,21,78,3916914.6459666346,20.04925725472258,0.012670555571010687,0.010901594498385228
Ag-aSi,exp2,21,79,3916898.15594507,20.055824453025455,0.015273256571907817,0.015265950125666063
Ag-aSi,exp2,21,8,3917483.9866865827,20.036157788442065,0.00291390462980918,0.0027043702232232105
Ag-aSi,exp2,21,80,3915367.8713789117,20.044546034417696,0.008939595353075418,0.008934961965710942
Ag-aSi,exp2,21,81,3914519.1832589004,20.036907948555463,0.007655111934477553,0.0076494516061402255
Ag-aSi,exp2,21,82,3914523.0805265815,20.02661797322888,0.005129961600628808,0.005123845883934836
Ag-aSi,exp2,21,83,3940870.7121481737,20.141365633338328,0.0010933608916070918,0.0008737284967829559
Ag-aSi,exp2,21,84,3921533.0021789186,20.065119702849902,0.006538257460644755,0.005353194379488328
Ag-aSi,exp2,21,85,3913151.1034312267,20.02009563475873,0.005155251209855977,0.0051487909908265374
Ag-aSi,exp2,21,86,3918274.1809819858,20.055268013517118,0.01142922476669206,0.011417135270348143
Ag-aSi,exp2,21,87,3915367.8713789117,20.044546034290118,0.008939595353075418,0.008934961965710942
Ag-aSi,exp2,21,88,3916774.7674404536,20.044550348182952,0.01014346116293289,0.010140224505847601
Ag-aSi,exp2,21,89,3914714.691754277,20.027818959960133,0.0023345304620206596,0.0021279640050809834
Ag-aSi,exp2,21,9,3915639.610714311,20.044904273638984,0.008948557420629884,0.008944247515811587
Ag-aSi,exp2,21,90,3876423.557628167,19.8720178410997,0.01649068735064127,0.0160987990931766
Ag-aSi,exp2,21,91,3917753.744138941,20.05511860596414,0.014054596984355785,0.014050839158232324
Ag-aSi,exp2,21,92,3918606.665221988,20.057400438699606,0.014024646976030052,0.0140207460031629
Ag-aSi,exp2,21,93,3876296.7211358463,19.879921157910772,0.00963994010732699,0.009432811204901298
Ag-aSi,exp2,21,94,3916419.32658201,20.04615234949443,0.005570653401818901,0.005360909433979238
Ag-aSi,exp2,21,95,3912080.2925788956,20.01511304678235,0.0038640590046773024,0.00383811353930215
