material,exp_id,iteration,replication,writeLatency_mean,writeEnergy_mean,Loo_norm_Error,L2_norm_Error
Ag-aSi,exp1,13,6,445.3299391796938,0.0020571712253578517,0.0018499040660095024,0.0006996112143548636
Ag-aSi,exp1,13,60,452.94198917969567,0.0020580367965999683,0.005378236025188961,0.001261342298659277
Ag-aSi,exp1,13,61,450.52053917969675,0.0020536793309061897,0.029458697803931632,0.017695215784669645
Ag-aSi,exp1,13,62,443.4972391796935,0.0020514179874122074,0.002211630724903876,0.0008600825452759112
Ag-aSi,exp1,13,63,445.21293917969376,0.002050175375093559,0.0060272952551171325,0.0048430194638409575
Ag-aSi,exp1,13,64,453.35253917969635,0.002054332650759564,0.004447864093887844,0.0017540633842875674
Ag-aSi,exp1,13,65,446.56863917969724,0.00205445793571419,0.0033463509453568103,0.00212383575469277
Ag-aSi,exp1,13,66,453.37563917969436,0.002050771754521614,0.007185199612569797,0.004098053903376456
Ag-aSi,exp1,13,67,452.94198917969567,0.0020580367965999683,0.005378236025188961,0.001261342298659277
Ag-aSi,exp1,13,68,445.3299391796938,0.0020571712253578517,0.0018499040660095024,0.0006996112143548636
Ag-aSi,exp1,13,69,449.7517891796956,0.0020519059462847586,0.004565299185807404,0.0035101480512830007
Ag-aSi,exp1,13,7,437.34648917969594,0.002043450223014683,0.02318121514509657,0.011325907354928997
Ag-aSi,exp1,13,70,443.94678917969406,0.0020503427345505646,0.0019255467530771998,0.0007614640363121753
Ag-aSi,exp1,13,71,442.19823917969376,0.0020533606424749593,0.049054162461189474,0.03885478350871087
Ag-aSi,exp1,13,72,446.56863917969724,0.00205445793571419,0.0033463509453568103,0.00212383575469277
Ag-aSi,exp1,13,73,446.33988917969697,0.002054115871891588,0.028316008270972384,0.016223895964364084
Ag-aSi,exp1,13,74,442.90143917969704,0.002045542196139718,0.010848546674384047,0.008053647407545116
Ag-aSi,exp1,13,75,437.8651891796945,0.002044606657953769,0.023828006614632066,0.011933562832684803
Ag-aSi,exp1,13,76,449.09028917969465,0.0020580754107309453,0.0022671653314221725,0.001324779022323992
Ag-aSi,exp1,13,77,450.52053917969675,0.0020536793309061897,0.029458697803931632,0.017695215784669645
Ag-aSi,exp1,13,78,447.9864391796938,0.002053132613205147,0.003736560687621974,0.0021845232922731214
Ag-aSi,exp1,13,79,442.1850391796978,0.002042360381555961,0.03383804319321166,0.023322739981491255
Ag-aSi,exp1,13,8,447.5874391796949,0.0020520102639733804,0.004572873756617408,0.0031012912288057343
Ag-aSi,exp1,13,80,447.4144891796966,0.0020588145786919663,0.02875273731964614,0.016572385701937288
Ag-aSi,exp1,13,81,450.4522891796946,0.0020509158320442533,0.030475940148836093,0.01837314386585677
Ag-aSi,exp1,13,82,444.18003917969673,0.002044504138155055,0.029501464410224845,0.017005645228541776
Ag-aSi,exp1,13,83,446.082789179695,0.0020501430593873903,0.0032830980527834893,0.0022338722030749623
Ag-aSi,exp1,13,84,444.40878917969695,0.0020454423615803292,0.02911444842584785,0.016638626332599833
Ag-aSi,exp1,13,85,461.1940891796977,0.002074474182518867,0.0611968687574454,0.049886187799104045
Ag-aSi,exp1,13,86,452.94198917969567,0.0020580367965999683,0.005378236025188961,0.001261342298659277
Ag-aSi,exp1,13,87,440.24853917969386,0.002045456504181996,0.023899505126131818,0.012011112557003118
Ag-aSi,exp1,13,88,454.69578917969386,0.00206328896602239,0.03127000957866199,0.019049799044003543
Ag-aSi,exp1,13,89,446.4985891796954,0.0020547247881315665,0.0019277887667996435,0.0010912415844902663
Ag-aSi,exp1,13,9,452.94198917969567,0.0020580367965999683,0.005378236025188961,0.001261342298659277
Ag-aSi,exp1,13,90,453.35253917969635,0.002054332650759564,0.004447864093887844,0.0017540633842875674
Ag-aSi,exp1,13,91,447.5173891796965,0.002051956175054898,0.026838871880094383,0.014231073319925718
Ag-aSi,exp1,13,92,444.18003917969685,0.002044504138155055,0.029501464410224845,0.017005645228541776
Ag-aSi,exp1,13,93,447.67428917969494,0.0020573943256026466,0.002232976810549766,0.0013446787805820274
Ag-aSi,exp1,13,94,444.1170391796966,0.0020505423815862984,0.001663563925758494,0.0007939480977854713
Ag-aSi,exp1,13,95,427.7421391796956,0.001902452798226884,0.007029415813360704,0.005549048300670894
Ag-aSi,exp1,13,96,441.32583917969487,0.002044404932371528,0.03302663321928614,0.022491946212406348
Ag-aSi,exp1,13,97,442.959939179697,0.002049017091733299,0.0028168900636211572,0.0013801933205807027
Ag-aSi,exp1,13,98,445.87173917969466,0.002051735104179658,0.002670551912602317,0.0015393832855866113
Ag-aSi,exp1,13,99,461.82558917969703,0.0021652337454716986,0.029185965308777356,0.020023199757878286
Ag-aSi,exp1,15,1,454.3801952073401,0.0020568373705662723,0.030832801299584576,0.018696143981766437
Ag-aSi,exp1,15,10,454.76584520734053,0.0020595264427842827,0.0036534879106672213,0.0023990538655102745
Ag-aSi,exp1,15,100,441.6627452073416,0.0020509935630625316,0.024585130813477105,0.012554745028989279
Ag-aSi,exp1,15,11,444.7527452073417,0.0020539743696026116,0.001920361287224912,0.0007583898718895364
Ag-aSi,exp1,15,12,444.4087952073416,0.002045510336787049,0.002421944120541673,0.0014141683006037614
Ag-aSi,exp1,15,13,455.9823452073417,0.002062331771516106,0.005390357795674301,0.001261808431132226
Ag-aSi,exp1,15,14,447.2823452073408,0.0020614527737384375,0.002539745362593081,0.0011223224210755627
Ag-aSi,exp1,15,15,454.76584520734053,0.0020595264427842827,0.0036534879106672213,0.0023990538655102745
Ag-aSi,exp1,15,16,445.20049520734193,0.0020559876718450063,0.0017504280407686901,0.0007623209793259357
Ag-aSi,exp1,15,17,444.6543452073396,0.002052899531411432,0.028059916649993605,0.01591307016838846
Ag-aSi,exp1,15,18,446.83729520734215,0.0020557366732441634,0.0029529948609592874,0.0017697984120447006
Ag-aSi,exp1,15,19,444.385695207343,0.002051756148868321,0.0016635578718458494,0.000790884225847282
Ag-aSi,exp1,15,2,446.35144520734195,0.0020513571668357073,0.0032969234926829983,0.0022407749033860353
Ag-aSi,exp1,15,20,456.37879520733907,0.0020507856490849783,0.03245688084263401,0.02013282098537956
Ag-aSi,exp1,15,21,449.87944520734203,0.0020536757414090397,0.006623381585145309,0.005613895705100714
Ag-aSi,exp1,15,22,455.0301452073427,0.0020533943438317786,0.03257187808752407,0.01966151879356591
Ag-aSi,exp1,15,23,446.1616952073395,0.0020471558250778794,0.0067684833742797535,0.0059301123877562876
Ag-aSi,exp1,15,24,446.0428952073394,0.0020477793274797478,0.03323368848850859,0.022138803386879524
Ag-aSi,exp1,15,25,452.5854452073395,0.0020685544260901846,0.041475535906951834,0.02932483056404501
Ag-aSi,exp1,15,26,439.0576952073421,0.0020506634498983155,0.023121883963137607,0.010958497154892673
Ag-aSi,exp1,15,27,444.0043952073407,0.002052088506430289,0.02241341669649728,0.010143254871887056
Ag-aSi,exp1,15,28,468.73444520734233,0.002061553537856026,0.04757368851901579,0.03587387045185262
Ag-aSi,exp1,15,29,444.385695207343,0.002051756148868321,0.0016635578718458494,0.000790884225847282
Ag-aSi,exp1,15,3,450.47794520734107,0.0020540084334482456,0.006936712783772,0.005932202964675478
Ag-aSi,exp1,15,30,451.26799520734187,0.0020548420248023133,0.02971411138784164,0.017709002344696977
Ag-aSi,exp1,15,31,446.3115452073398,0.0020510852471640573,0.0029044641850798883,0.0019175538995723778
Ag-aSi,exp1,15,32,450.399945207341,0.002054639436004522,0.003329544895909597,0.0018367416537477554
Ag-aSi,exp1,15,33,455.8555952073399,0.002056276899292547,0.003920036933278341,0.0020642229229511904
Ag-aSi,exp1,15,34,447.16174520734063,0.0020640674899533554,0.0015033125425146323,0.0006650579768718543
Ag-aSi,exp1,15,35,455.6755952073396,0.0020556875913310597,0.0050384296600506275,0.003654156792842349
Ag-aSi,exp1,15,36,456.43549520734246,0.0020524167020098314,0.005798543669178152,0.00458537198402414
Ag-aSi,exp1,15,37,466.6027952073433,0.0020714078519653446,0.03360029144625633,0.021031337807795227
Ag-aSi,exp1,15,38,443.8563452073424,0.0020515691117329723,0.027083123600592188,0.014981781973889996
Ag-aSi,exp1,15,39,462.9994952073429,0.0020580262343843714,0.048472310596001,0.03635001961193648
Ag-aSi,exp1,15,4,457.78144520734054,0.0020577884880246112,0.03255909474538721,0.020485012601219783
Ag-aSi,exp1,15,40,448.39069520734193,0.002060613555066245,0.0025437128087013663,0.0016167961300371089
Ag-aSi,exp1,15,41,446.48794520733986,0.0020556678947841636,0.00413826829465822,0.0029027780579825827
Ag-aSi,exp1,15,42,450.399945207341,0.002054639436004522,0.003329544895909597,0.0018367416537477554
Ag-aSi,exp1,15,43,451.52509520734213,0.002054395090743922,0.008031387684025976,0.006978081146825101
Ag-aSi,exp1,15,44,437.5566452073427,0.002040192163391288,0.009765150623680528,0.008879731576266148
Ag-aSi,exp1,15,45,444.385695207343,0.002051756148868321,0.0016635578718458494,0.000790884225847282
Ag-aSi,exp1,15,46,455.5869452073397,0.0020551212603434938,0.0038069166642618014,0.0022975767642601248
Ag-aSi,exp1,15,47,453.1104452073403,0.0020587615000693463,0.0026793178605942864,0.0016901212786017397
Ag-aSi,exp1,15,48,439.47979520733895,0.002044035545000111,0.01943052578415434,0.007513517889203655
Ag-aSi,exp1,15,49,447.3364952073427,0.002036702657400478,0.007536749050493667,0.0060881630781234475
Ag-aSi,exp1,15,5,464.03149520734024,0.002186778404559717,0.04626575797520186,0.0374582560362594
Ag-aSi,exp1,15,50,448.4829452073422,0.0020560827725814705,0.004564846996659203,0.003096754707780431
Ag-aSi,exp1,15,51,451.435545207342,0.002053673360279617,0.007320786700237986,0.006261564207254266
Ag-aSi,exp1,15,52,443.7658952073422,0.0020526169410026245,0.002510058812807111,0.0010645037663886761
Ag-aSi,exp1,15,53,444.02839520734256,0.0020467274281276617,0.009296187223890749,0.006639197202139161
Ag-aSi,exp1,15,54,451.8381452073426,0.002052460074900101,0.030489776282491273,0.018386022190115963
Ag-aSi,exp1,15,55,439.9683452073417,0.0020446670884431708,0.020699815607873272,0.008822215629923365
Ag-aSi,exp1,15,56,447.28504520734094,0.0020577506705248094,0.0033137036112966377,0.0021006405155367855
Ag-aSi,exp1,15,57,447.3364952073427,0.002036702657400478,0.007536749050493667,0.0060881630781234475
Ag-aSi,exp1,15,58,447.3249452073406,0.0020574363632250795,0.0038330496374789596,0.002680312569488598
Ag-aSi,exp1,15,59,444.4087952073416,0.002045510336787049,0.002421944120541673,0.0014141683006037614
Ag-aSi,exp1,15,6,433.76614520734364,0.002040604641145864,0.007041496319208579,0.004944280530592893
Ag-aSi,exp1,15,60,451.82329520734163,0.002043112914962987,0.007981811401549356,0.006319336161476555
Ag-aSi,exp1,15,61,445.867245207341,0.002059585714908272,0.00186201665192436,0.0007030087720950845
Ag-aSi,exp1,15,62,456.37879520733907,0.0020507856490849783,0.03245688084263401,0.02013282098537956
Ag-aSi,exp1,15,63,451.26799520734187,0.0020548420248023133,0.02971411138784164,0.017709002344696977
Ag-aSi,exp1,15,64,458.1838952073407,0.0020687253798084807,0.03327445253374121,0.020820920515125057
Ag-aSi,exp1,15,65,447.16174520734063,0.0020640674899533554,0.0015033125425146323,0.0006650579768718543
