material,exp_id,iteration,replication,writeLatency_mean,writeEnergy_mean,L2_norm_Error,Loo_norm_Error,min_elapsed_time
Ag-aSi,exp1,50,5,475.09440069113816,0.0020851908864524754,1.165315385916865,0.3844225790385103,2.5483815670013428
Ag-aSi,exp1,60,1,488.90748082936466,0.0021231440972201265,1.307890555642636,0.3832741631604186,2.717862606048584
Ag-aSi,exp1,60,2,455.6443808293671,0.002093669355868984,1.1168919656566485,0.3748699176815009,2.760531425476074
Ag-aSi,exp1,60,3,437.7436808293668,0.0020630661820829274,1.1151620132018583,0.3295885051182488,2.730201005935669
Ag-aSi,exp1,60,4,481.02978082936386,0.0020864516633487987,1.8898089508177973,0.5481310735903122,2.720400810241699
Ag-aSi,exp1,60,5,455.6443808293671,0.002093669355868984,1.1168919656566485,0.3748699176815009,2.7422642707824707
Ag-aSi,exp1,70,1,454.0661109675952,0.002096275962313678,1.1673355029775123,0.3588433997498015,2.9191324710845947
Ag-aSi,exp1,70,2,464.64591096759284,0.0020905027389832255,1.8539362396193448,0.5456115922184495,2.9037117958068848
Ag-aSi,exp1,70,3,527.4422109675943,0.0021182551640111505,1.2575396649348094,0.35926502878805877,2.913367748260498
Ag-aSi,exp1,70,4,442.8207609675935,0.002064225102315426,1.222020057792357,0.346879738276094,2.835158109664917
Ag-aSi,exp1,70,5,452.49861096759366,0.0020824656905872683,1.0683157315550316,0.33121511984017715,2.7629950046539307
Ag-aSi,exp1,80,1,477.7071911058213,0.0021215175782710845,2.3149473583159965,0.6144132785111331,3.062483787536621
Ag-aSi,exp1,80,2,465.98919110582057,0.0020965867600241327,1.85406410686011,0.5456194912669226,3.0851004123687744
Ag-aSi,exp1,80,3,458.89044110582324,0.00210296502107246,1.8978603320562744,0.5728702295704728,3.091153621673584
Ag-aSi,exp1,80,4,451.2369911058226,0.0020736869391436027,1.106875707239919,0.3749172200152806,3.1012234687805176
Ag-aSi,exp1,80,5,466.6874411058217,0.0021267372652753734,1.2987476973577419,0.329077883620954,3.0182061195373535
Ag-aSi,exp1,90,1,471.74967124404947,0.002123822978840086,2.1497476844149244,0.5946478092696736,3.1876184940338135
Ag-aSi,exp1,90,2,483.7021212440509,0.002203044732259967,1.8635240586927866,0.5504216094894225,3.1561012268066406
Ag-aSi,exp1,90,3,548.2346712440511,0.0021165286983037684,1.2405281357952462,0.34966803360882537,3.1549906730651855
Ag-aSi,exp1,90,4,548.2346712440511,0.0021165286983037684,1.2405281357952462,0.34966803360882537,3.1651880741119385
Ag-aSi,exp1,90,5,463.08927124404977,0.002059087151345296,2.3799909443285494,0.6280624556540033,3.1779732704162598
Ag-aSi,exp2,100,1,584.1777013822798,0.0021995789613830185,1.228700026651028,0.2829861998439096,2.9430172443389893
Ag-aSi,exp2,100,2,630.5260513822749,0.0022612112986631775,1.2717269056269729,0.331595328813552,3.0235793590545654
Ag-aSi,exp2,100,3,592.0581013822774,0.0022345779140729052,2.464862564932129,0.6173382822391504,3.03922438621521
Ag-aSi,exp2,100,4,659.6164513822735,0.002320300392065293,1.2432733459625207,0.3205965488671061,3.0603296756744385
Ag-aSi,exp2,100,5,592.5714013822766,0.0022526359722517967,1.2357693497481446,0.3033140924741611,3.0802316665649414
Ag-aSi,exp2,10,1,625.6443301382263,0.002224707771965746,2.212279437132491,0.5061667195153752,1.655367136001587
Ag-aSi,exp2,10,2,580.4385301382288,0.002108909178747748,1.7204012534551343,0.43682064139302623,1.7025249004364014
Ag-aSi,exp2,10,3,578.782230138227,0.0021866604481088343,1.2753035142785238,0.3267181836008719,1.6551105976104736
Ag-aSi,exp2,10,4,578.7804301382268,0.002190305171479979,1.253487830848163,0.3207581911073314,1.701174020767212
Ag-aSi,exp2,10,5,580.0581301382281,0.002181010838933526,1.2199584194770507,0.2945005794039828,1.6687040328979492
Ag-aSi,exp2,1,1,273.0364530138221,0.0008346791290516693,51.40743180620559,7.495344706380425,1.5390739440917969
Ag-aSi,exp2,1,2,273.0364530138221,0.0008334087581378177,47.486898929332305,6.87700459964506,1.523522138595581
Ag-aSi,exp2,1,3,273.0364530138221,0.0008328774680078003,47.72130038921596,6.906846215795242,1.5088608264923096
Ag-aSi,exp2,1,4,273.0364530138221,0.0008346791290516693,51.40743180620559,7.495344706380425,1.466867446899414
Ag-aSi,exp2,1,5,273.0364530138221,0.0008337673626140707,47.44103884020588,6.870069473422547,1.5340495109558105
Ag-aSi,exp2,20,1,615.3632102764565,0.0022733936157693447,2.527047727411398,1.1426218708416114,1.8442785739898682
Ag-aSi,exp2,20,2,607.468410276456,0.0022315835104813352,2.526371352157687,1.1411369169329086,1.7987823486328125
Ag-aSi,exp2,20,3,581.9351102764557,0.0022037878085696843,1.2307653051179157,0.2976032400759956,1.8180480003356934
Ag-aSi,exp2,20,4,640.0365602764568,0.002235716417351952,1.2291264559658155,0.28111847641908616,1.807337760925293
Ag-aSi,exp2,20,5,660.8591102764557,0.0023728374002135702,1.9235136741778818,0.7456130640761498,1.830763578414917
Ag-aSi,exp2,30,1,584.5923904146821,0.0022149596893193315,1.2254947312226367,0.29585761038800973,1.9526574611663818
Ag-aSi,exp2,30,2,582.6551404146811,0.0021916040660248846,2.4663349338901153,0.6202292430307856,2.002579927444458
Ag-aSi,exp2,30,3,584.0045404146853,0.002213357893435933,1.227369725121411,0.297927094783498,1.968200445175171
Ag-aSi,exp2,30,4,602.6183404146851,0.0022171428343267523,2.5272369502660035,1.1419583833292666,1.9360072612762451
Ag-aSi,exp2,30,5,582.2756404146833,0.002199825820712332,1.2219415097327506,0.28817569987758285,1.9881813526153564
Ag-aSi,exp2,40,1,588.4820705529102,0.0022327579409984364,1.2220778480423549,0.2963667414574873,2.191748857498169
Ag-aSi,exp2,40,2,588.995520552911,0.0021815744926380674,2.0020162211711194,0.4446048667083773,2.0846378803253174
Ag-aSi,exp2,40,3,646.663320552911,0.00226568975205948,1.2361417003552981,0.2923663390694573,2.1039440631866455
Ag-aSi,exp2,40,4,639.7802705529086,0.002238913573373265,1.2083838783324221,0.27694792934866364,2.101968288421631
Ag-aSi,exp2,40,5,609.3782705529109,0.0022209988684925345,2.525806627480826,1.141184302298119,2.1449692249298096
Ag-aSi,exp2,50,1,589.1701506911359,0.0022322989566539416,1.2299386448537364,0.276445997632877,2.2591075897216797
